Nr Tasks, time
10.0,0.00020766258239746094
10.0,0.00017023086547851562
10.0,0.0002753734588623047
10.0,0.0001628398895263672
10.0,0.0003159046173095703
10.0,0.00016307830810546875
10.0,0.00022411346435546875
10.0,0.0006513595581054688
10.0,0.00019979476928710938
10.0,0.0002815723419189453
10.0,0.0001919269561767578
10.0,0.0001513957977294922
10.0,0.0001404285430908203
10.0,0.00017642974853515625
10.0,0.00023937225341796875
10.0,0.000156402587890625
10.0,0.0002803802490234375
10.0,0.00020813941955566406
10.0,0.00023937225341796875
10.0,0.00018310546875
10.0,0.0001652240753173828
10.0,0.0003495216369628906
10.0,0.0004947185516357422
10.0,0.00013327598571777344
10.0,0.00019168853759765625
10.0,0.00029277801513671875
10.0,0.00018310546875
10.0,0.00021505355834960938
10.0,0.00019812583923339844
10.0,0.0001404285430908203
10.0,0.000148773193359375
10.0,0.0003314018249511719
10.0,0.00018835067749023438
10.0,0.00018548965454101562
10.0,0.00020360946655273438
10.0,0.00019502639770507812
10.0,0.00018858909606933594
10.0,0.000125885009765625
10.0,0.000217437744140625
10.0,0.0001327991485595703
10.0,0.00016880035400390625
10.0,0.00015282630920410156
10.0,0.00029730796813964844
10.0,0.00021505355834960938
10.0,0.00014281272888183594
10.0,0.0001385211944580078
10.0,0.0003046989440917969
10.0,0.00031566619873046875
10.0,0.00016355514526367188
10.0,0.0002560615539550781
10.0,0.0002582073211669922
10.0,0.0003185272216796875
10.0,0.00031065940856933594
10.0,0.00023174285888671875
10.0,0.0003113746643066406
10.0,0.00014138221740722656
10.0,0.00014448165893554688
10.0,0.0002651214599609375
10.0,0.0003447532653808594
10.0,0.00027632713317871094
10.0,0.00024890899658203125
10.0,0.00018525123596191406
10.0,0.0001671314239501953
10.0,0.00036454200744628906
10.0,0.00023674964904785156
10.0,0.000263214111328125
10.0,0.0001633167266845703
10.0,0.0001537799835205078
10.0,0.0001952648162841797
10.0,0.0002295970916748047
10.0,0.00020456314086914062
10.0,0.00018835067749023438
10.0,0.00017642974853515625
10.0,0.0002779960632324219
10.0,0.0003032684326171875
10.0,0.00019621849060058594
10.0,0.0003333091735839844
10.0,0.0001811981201171875
10.0,0.0001914501190185547
10.0,0.000186920166015625
10.0,0.00023627281188964844
10.0,0.00017213821411132812
10.0,0.00017213821411132812
10.0,0.00027060508728027344
10.0,0.0003123283386230469
10.0,0.00019121170043945312
10.0,0.00013780593872070312
10.0,0.00020933151245117188
10.0,0.00020194053649902344
10.0,0.00024080276489257812
10.0,0.00016427040100097656
10.0,0.0001800060272216797
10.0,0.00017714500427246094
10.0,0.00036716461181640625
10.0,0.00024890899658203125
10.0,0.00025725364685058594
10.0,0.00028061866760253906
10.0,0.0001404285430908203
10.0,0.0002486705780029297
10.0,0.0001621246337890625
10.0,0.0002760887145996094
10.0,0.0001513957977294922
10.0,0.00016379356384277344
10.0,0.0002655982971191406
10.0,0.0004000663757324219
10.0,0.00016689300537109375
10.0,0.00023627281188964844
10.0,0.0001583099365234375
10.0,0.00021028518676757812
10.0,0.00022077560424804688
10.0,0.00017070770263671875
10.0,0.00019431114196777344
10.0,0.00038909912109375
10.0,0.00015783309936523438
10.0,0.0001537799835205078
10.0,0.00019812583923339844
10.0,0.00016927719116210938
10.0,0.00021696090698242188
10.0,0.0002598762512207031
10.0,0.0002052783966064453
10.0,0.00025200843811035156
10.0,0.0001347064971923828
10.0,0.0002846717834472656
10.0,0.00020122528076171875
10.0,0.00017499923706054688
10.0,0.00023746490478515625
10.0,0.0001728534698486328
10.0,0.00018787384033203125
10.0,0.00021505355834960938
10.0,0.00015163421630859375
10.0,0.00016117095947265625
10.0,0.00019073486328125
10.0,0.0003275871276855469
10.0,0.00024127960205078125
10.0,0.00034236907958984375
10.0,0.00016427040100097656
10.0,0.00024175643920898438
10.0,0.0002429485321044922
10.0,0.00018405914306640625
10.0,0.0002651214599609375
10.0,0.00033473968505859375
10.0,0.0003085136413574219
10.0,0.0002474784851074219
10.0,0.00019359588623046875
10.0,0.000213623046875
10.0,0.00016880035400390625
10.0,0.0003345012664794922
10.0,0.00020360946655273438
10.0,0.00018262863159179688
10.0,0.00024080276489257812
10.0,0.0003771781921386719
10.0,0.0002453327178955078
10.0,0.00046944618225097656
10.0,0.0002803802490234375
10.0,0.00018739700317382812
10.0,0.0002892017364501953
10.0,0.00015425682067871094
10.0,0.0002655982971191406
10.0,0.0001461505889892578
10.0,0.000652313232421875
10.0,0.0002219676971435547
10.0,0.00023221969604492188
10.0,0.00020074844360351562
10.0,0.0002658367156982422
10.0,0.0001773834228515625
10.0,0.00016951560974121094
10.0,0.00030159950256347656
10.0,0.0001800060272216797
10.0,0.00018167495727539062
10.0,0.00014901161193847656
10.0,0.0002071857452392578
10.0,0.00015354156494140625
10.0,0.0002770423889160156
10.0,0.00017142295837402344
10.0,0.0002257823944091797
10.0,0.00014019012451171875
10.0,0.00015497207641601562
10.0,0.0004649162292480469
10.0,0.0003314018249511719
10.0,0.00022363662719726562
10.0,0.00014829635620117188
10.0,0.00038695335388183594
10.0,0.00013971328735351562
10.0,0.0002644062042236328
10.0,0.0002732276916503906
10.0,0.00025153160095214844
10.0,0.0001857280731201172
10.0,0.0003273487091064453
10.0,0.0002739429473876953
10.0,0.0002486705780029297
10.0,0.00018405914306640625
10.0,0.0003352165222167969
10.0,0.00023293495178222656
10.0,0.00030040740966796875
10.0,0.00039696693420410156
10.0,0.0002129077911376953
10.0,0.00018215179443359375
10.0,0.0002999305725097656
10.0,0.0002295970916748047
10.0,0.00014781951904296875
10.0,0.0002429485321044922
10.0,0.00023865699768066406
10.0,0.00025963783264160156
10.0,0.00017952919006347656
10.0,0.00020503997802734375
10.0,0.0004582405090332031
10.0,0.0001506805419921875
10.0,0.0001533031463623047
10.0,0.0002384185791015625
10.0,0.0001838207244873047
10.0,0.00031828880310058594
10.0,0.00032711029052734375
10.0,0.00019073486328125
10.0,0.0002453327178955078
10.0,0.000240325927734375
10.0,0.0001571178436279297
10.0,0.00017452239990234375
10.0,0.0001468658447265625
10.0,0.000186920166015625
10.0,0.0002028942108154297
10.0,0.0001499652862548828
10.0,0.0002300739288330078
10.0,0.0004918575286865234
10.0,0.0003457069396972656
10.0,0.00038933753967285156
10.0,0.00015115737915039062
10.0,0.00013589859008789062
10.0,0.00018978118896484375
10.0,0.00032520294189453125
10.0,0.0002422332763671875
10.0,0.0003097057342529297
10.0,0.00019812583923339844
10.0,0.0004336833953857422
10.0,0.0002434253692626953
10.0,0.00013518333435058594
10.0,0.0002281665802001953
10.0,0.000148773193359375
10.0,0.0001418590545654297
10.0,0.0001404285430908203
10.0,0.00031685829162597656
10.0,0.0003027915954589844
10.0,0.00015687942504882812
10.0,0.0004203319549560547
10.0,0.00015997886657714844
10.0,0.00025582313537597656
10.0,0.00019073486328125
10.0,0.00018024444580078125
10.0,0.00014328956604003906
10.0,0.00021028518676757812
10.0,0.0002791881561279297
10.0,0.00019049644470214844
10.0,0.0004343986511230469
10.0,0.00017118453979492188
10.0,0.000186920166015625
10.0,0.0003037452697753906
10.0,0.00013756752014160156
10.0,0.0002925395965576172
10.0,0.00021004676818847656
10.0,0.00024700164794921875
10.0,0.00016069412231445312
10.0,0.00020599365234375
10.0,0.0003204345703125
10.0,0.00048470497131347656
10.0,0.00021791458129882812
10.0,0.0002684593200683594
10.0,0.0003986358642578125
10.0,0.00020051002502441406
10.0,0.00013947486877441406
10.0,0.000286102294921875
10.0,0.00015544891357421875
10.0,0.0002617835998535156
10.0,0.00017714500427246094
10.0,0.0002779960632324219
10.0,0.0002079010009765625
10.0,0.0001633167266845703
10.0,0.0001735687255859375
10.0,0.00018715858459472656
10.0,0.00017642974853515625
10.0,0.0003783702850341797
10.0,0.00017261505126953125
10.0,0.00019097328186035156
10.0,0.00022649765014648438
10.0,0.00026702880859375
10.0,0.0002684593200683594
10.0,0.0002961158752441406
10.0,0.0001499652862548828
10.0,0.0001914501190185547
10.0,0.00024056434631347656
10.0,0.00037550926208496094
10.0,0.00030303001403808594
10.0,0.00023508071899414062
10.0,0.0002186298370361328
10.0,0.0002930164337158203
10.0,0.0003154277801513672
10.0,0.00029087066650390625
10.0,0.0002903938293457031
10.0,0.0001761913299560547
10.0,0.00017142295837402344
10.0,0.00043272972106933594
10.0,0.00013828277587890625
10.0,0.0001595020294189453
10.0,0.00014448165893554688
10.0,0.0004258155822753906
10.0,0.0004258155822753906
10.0,0.0002675056457519531
10.0,0.0002853870391845703
10.0,0.0002009868621826172
10.0,0.00033855438232421875
10.0,0.0003674030303955078
10.0,0.0002968311309814453
10.0,0.00018596649169921875
10.0,0.0002052783966064453
10.0,0.0001533031463623047
10.0,0.0001850128173828125
10.0,0.0002231597900390625
10.0,0.0003104209899902344
10.0,0.00023698806762695312
10.0,0.0002510547637939453
10.0,0.00035071372985839844
10.0,0.00015926361083984375
10.0,0.0002677440643310547
10.0,0.00013589859008789062
10.0,0.0001621246337890625
10.0,0.0001876354217529297
10.0,0.00017905235290527344
10.0,0.00014972686767578125
10.0,0.00022268295288085938
10.0,0.0002593994140625
10.0,0.00015473365783691406
10.0,0.00021505355834960938
10.0,0.0001671314239501953
10.0,0.0001723766326904297
10.0,0.0002465248107910156
10.0,0.00025153160095214844
10.0,0.000270843505859375
10.0,0.0001964569091796875
10.0,0.00020694732666015625
10.0,0.00017499923706054688
10.0,0.00021386146545410156
10.0,0.00029921531677246094
10.0,0.00035953521728515625
10.0,0.0001366138458251953
10.0,0.00024700164794921875
10.0,0.00020742416381835938
10.0,0.00020122528076171875
10.0,0.00016927719116210938
10.0,0.00017118453979492188
10.0,0.00030231475830078125
10.0,0.000179290771484375
10.0,0.00020456314086914062
